1426725018,7,693,31,-17,7,693,31,-17,-18.25
1426725248,7,693,31,-17,7,693,31,-17,-18.25
1426725281,7,693,31,-17,7,693,31,-17,-18.25
1426725365,7,693,31,-17,7,693,31,-17,-18.25
