1426744127,6,687,31,-17,6,687,31,-17,-18.5,4,
1426745027,6,687,30,-17,6,687,30,-17,-19.25,4,
1426745327,6,687,30,-17,6,687,30,-17,-18.75,4,
1426745927,6,687,30,-17,6,687,30,-17,-18.75,4,
1426746827,6,687,30,-17,6,687,30,-17,-19.25,4,
1426747126,6,687,30,-17,6,687,30,-17,-19.25,4,
1426747727,6,687,30,-17,6,687,30,-17,-19.25,4,
1426748626,6,687,30,-17,6,687,30,-17,-19.25,4,
1426748927,6,687,30,-17,6,687,30,-17,-19.25,4,
1426749527,6,687,30,-17,6,687,30,-17,-19.25,4,
1426750427,6,687,30,-17,6,687,30,-17,-19.25,4,
1426750727,6,687,30,-17,6,687,30,-17,-19.25,4,
1426751327,6,687,30,-17,6,687,30,-17,-19.25,4,
1426752227,6,687,30,-17,6,687,30,-17,-19.25,4,
1426752527,6,687,30,-17,6,687,30,-17,-19.25,4,
1426753127,6,687,30,-17,6,687,30,-17,-19.25,4,
1426754026,6,687,31,-17,6,687,31,-17,-19.25,4,
1426754326,6,687,31,-17,6,687,31,-17,-19.25,4,
1426754927,6,687,31,-17,6,687,31,-17,-18.75,4,
1426755827,6,687,31,-17,6,687,31,-17,-18.75,4,
1426756126,6,687,31,-17,6,687,31,-17,-18.75,4,
1426756727,6,687,31,-17,6,687,31,-17,-18.75,4,
1426757626,6,687,31,-16,6,687,31,-16,-18.25,4,
1426757926,6,687,31,-16,6,687,31,-16,-18,3,
1426758527,6,687,32,-16,6,687,32,-16,-18.25,4,
1426759427,6,687,31,-16,6,687,31,-16,-18.5,4,
1426759727,6,687,31,-16,6,687,31,-16,-18.25,4,
1426760326,6,687,31,-16,6,687,31,-16,-18.5,4,
1426761227,7,693,31,-16,7,693,31,-16,-18.6666666666667,6,
1426761527,1,657,29,-18,1,657,29,-18,-19.8,5,
1426762127,2,663,35,-8,2,663,35,-8,-13.5,8,
1426762304,4,675,36,-6,7,693,37,-7,-8.875,8,
1426763027,1,657,38,0,4,675,38,-1,-3.25,8,
1426763439,8,699,37,0,7,693,38,-1,-0.75,8,
1426763927,8,699,38,3,8,699,38,3,1.625,8,
1426765110,8,699,39,3,8,699,39,3,2.125,8,
1426765127,8,699,39,3,8,699,39,3,2.25,8,
1426766910,8,699,38,3,5,681,39,2,1.75,8,
1426766927,8,699,38,3,5,681,39,2,1.75,8,
1426768710,8,699,38,2,8,699,38,2,1.125,8,
1426768727,8,699,38,2,8,699,38,2,1,8,
1426770510,7,693,38,-1,8,699,38,-2,-1.875,8,
1426770527,7,693,38,-1,8,699,38,-2,-2,8,
1426772314,1,657,37,-5,7,693,37,-7,-8.125,8,
1426772327,4,675,37,-6,7,693,37,-7,-8.25,8,
1426774113,6,687,34,-13,6,687,34,-13,-17.1428571428571,7,
1426774127,6,687,33,-14,6,687,33,-14,-17.4285714285714,7,
1426774727,7,693,30,-17,6,687,31,-17,-18.5,6,
1426775910,6,687,31,-16,6,687,31,-16,-19.5714285714286,7,
1426775926,6,687,31,-16,6,687,31,-16,-19.5714285714286,7,
1426777713,6,687,31,-16,6,687,31,-16,-19,7,
1426777727,6,687,31,-16,6,687,31,-16,-19,7,
1426779510,6,687,31,-16,6,687,31,-16,-18.8571428571429,7,
1426779527,6,687,31,-16,6,687,31,-16,-18.8571428571429,7,
1426780127,6,687,31,-16,6,687,31,-16,-19,7,
1426781310,6,687,31,-16,7,693,31,-17,-19.25,8,
1426781327,6,687,31,-16,7,693,31,-17,-19.25,8,
1426783110,6,687,31,-16,6,687,31,-16,-19,7,
1426783127,6,687,31,-16,6,687,31,-16,-19,7,
1426784915,7,693,31,-16,7,693,31,-16,-19.125,8,
1426784927,7,693,31,-16,7,693,31,-16,-19.125,8,
1426786715,7,693,31,-16,7,693,31,-16,-18.5,8,
1426786727,7,693,31,-16,7,693,31,-16,-18.5,8,
1426787327,7,693,31,-16,7,693,31,-16,-18.7142857142857,7,
1426788511,7,693,31,-16,7,693,31,-16,-18.5,8,
1426788527,7,693,31,-16,7,693,31,-16,-18.5,8,
1426789127,7,693,31,-16,7,693,31,-16,-19,8,
1426790027,7,693,31,-16,7,693,31,-16,-18.75,8,
1426790327,7,693,31,-16,7,693,31,-16,-19.25,8,
1426790926,6,687,31,-16,6,687,31,-16,-18.5,6,
1426791826,7,693,31,-16,7,693,31,-16,-18.3333333333333,6,
1426792127,7,693,31,-16,7,693,31,-16,-18.8571428571429,7,
1426792726,7,693,31,-16,7,693,31,-16,-18.3333333333333,6,
1426793627,7,693,31,-16,7,693,31,-16,-18.8571428571429,7,
1426793927,7,693,31,-16,7,693,31,-16,-18.3333333333333,6,
1426794527,7,693,31,-16,7,693,31,-16,-18.3333333333333,6,
1426797675,7,693,31,-16,7,693,31,-16,-18.8571428571429,7, 0, 2, 4, 5, 6, 7, 8, 0, 0, 0, 0, -21, -19, -22, -16, -16, -20, 0, 0, 0, 0, 45, 46, 0, 0, 0, 0, 0, 0, 0, 0, 21998108, 1387, 2557, 2628, 72722, 0, 0, 0, 0, 0, 653904227, 1042557063, 1044437909, 1044431213, 967074686, 0, 0, 0, 0,
